text,sentiment
Best purchase ever item 1213,1
Worst experience item 1214,0
Terrible product item 1215,0
Amazing experience item 1216,1
Do not buy item 1217,0
Fantastic quality item 1218,1
Very disappointed item 1219,0
Great product item 1220,1
Complete garbage item 1221,0
Excellent service item 1222,1
Amazing experience item 1223,1
Do not buy item 1224,0
Waste of money item 1225,0
Terrible product item 1226,0
Worst experience item 1227,0
Terrible product item 1228,0
Poor quality item 1229,0
Avoid this item 1230,0
Best purchase ever item 1231,1
Excellent service item 1232,1
Amazing experience item 1233,1
Very happy with this item 1234,1
Highly recommend item 1235,1
Amazing experience item 1236,1
Great product item 1237,1
Complete garbage item 1238,0
Great product item 1239,1
Highly recommend item 1240,1
Complete garbage item 1241,0
Best purchase ever item 1242,1
Poor quality item 1243,0
Waste of money item 1244,0
Avoid this item 1245,0
Best purchase ever item 1246,1
Very happy with this item 1247,1
Excellent service item 1248,1
Worst experience item 1249,0
Fantastic quality item 1250,1
Best purchase ever item 1251,1
Very disappointed item 1252,0
Worst experience item 1253,0
Very happy with this item 1254,1
Fantastic quality item 1255,1
Waste of money item 1256,0
Excellent service item 1257,1
Avoid this item 1258,0
Highly recommend item 1259,1
Complete garbage item 1260,0
Amazing experience item 1261,1
Waste of money item 1262,0
Great product item 1263,1
Best purchase ever item 1264,1
Excellent service item 1265,1
Highly recommend item 1266,1
Amazing experience item 1267,1
Great product item 1268,1
Great product item 1269,1
Waste of money item 1270,0
Highly recommend item 1271,1
Very disappointed item 1272,0
Great product item 1273,1
Fantastic quality item 1274,1
Do not buy item 1275,0
Poor quality item 1276,0
Great product item 1277,1
Fantastic quality item 1278,1
Great product item 1279,1
Fantastic quality item 1280,1
Worst experience item 1281,0
Terrible product item 1282,0
Terrible product item 1283,0
Highly recommend item 1284,1
Best purchase ever item 1285,1
Complete garbage item 1286,0
Poor quality item 1287,0
Great product item 1288,1
Worst experience item 1289,0
Very happy with this item 1290,1
Very disappointed item 1291,0
Worst experience item 1292,0
Complete garbage item 1293,0
Worst experience item 1294,0
Fantastic quality item 1295,1
Excellent service item 1296,1
Fantastic quality item 1297,1
Do not buy item 1298,0
I love this! item 1299,1
Poor quality item 1300,0
Poor quality item 1301,0
Best purchase ever item 1302,1
Great product item 1303,1
I love this! item 1304,1
Highly recommend item 1305,1
Best purchase ever item 1306,1
Very happy with this item 1307,1
Best purchase ever item 1308,1
Amazing experience item 1309,1
I love this! item 1310,1
Amazing experience item 1311,1
Avoid this item 1312,0
Great product item 1313,1
Fantastic quality item 1314,1
Best purchase ever item 1315,1
Avoid this item 1316,0
Very disappointed item 1317,0
Very disappointed item 1318,0
Complete garbage item 1319,0
Terrible product item 1320,0
Complete garbage item 1321,0
Worst experience item 1322,0
Great product item 1323,1
Amazing experience item 1324,1
Excellent service item 1325,1
Great product item 1326,1
Worst experience item 1327,0
Highly recommend item 1328,1
Poor quality item 1329,0
Highly recommend item 1330,1
Complete garbage item 1331,0
Worst experience item 1332,0
Do not buy item 1333,0
Poor quality item 1334,0
Amazing experience item 1335,1
Worst experience item 1336,0
Terrible product item 1337,0
Highly recommend item 1338,1
Poor quality item 1339,0
Poor quality item 1340,0
Best purchase ever item 1341,1
Poor quality item 1342,0
Very disappointed item 1343,0
Do not buy item 1344,0
Complete garbage item 1345,0
Highly recommend item 1346,1
Complete garbage item 1347,0
Amazing experience item 1348,1
Excellent service item 1349,1
Terrible product item 1350,0
Avoid this item 1351,0
Very disappointed item 1352,0
Fantastic quality item 1353,1
Best purchase ever item 1354,1
Avoid this item 1355,0
I love this! item 1356,1
Terrible product item 1357,0
Poor quality item 1358,0
Terrible product item 1359,0
Very happy with this item 1360,1
Excellent service item 1361,1
Waste of money item 1362,0
Very disappointed item 1363,0
Worst experience item 1364,0
Amazing experience item 1365,1
Worst experience item 1366,0
Amazing experience item 1367,1
Waste of money item 1368,0
I love this! item 1369,1
Amazing experience item 1370,1
Best purchase ever item 1371,1
Great product item 1372,1
Do not buy item 1373,0
Highly recommend item 1374,1
Very disappointed item 1375,0
Do not buy item 1376,0
Complete garbage item 1377,0
Poor quality item 1378,0
Highly recommend item 1379,1
Great product item 1380,1
Complete garbage item 1381,0
Great product item 1382,1
Worst experience item 1383,0
Terrible product item 1384,0
Highly recommend item 1385,1
Very happy with this item 1386,1
Excellent service item 1387,1
Complete garbage item 1388,0
Waste of money item 1389,0
Worst experience item 1390,0
Do not buy item 1391,0
Amazing experience item 1392,1
Avoid this item 1393,0
Excellent service item 1394,1
Complete garbage item 1395,0
Poor quality item 1396,0
Fantastic quality item 1397,1
Very happy with this item 1398,1
Very happy with this item 1399,1
Excellent service item 1400,1
Highly recommend item 1401,1
Highly recommend item 1402,1
Complete garbage item 1403,0
Best purchase ever item 1404,1
Best purchase ever item 1405,1
I love this! item 1406,1
Very happy with this item 1407,1
Avoid this item 1408,0
Excellent service item 1409,1
Poor quality item 1410,0
Great product item 1411,1
Complete garbage item 1412,0
Very disappointed item 1413,0
Excellent service item 1414,1
Fantastic quality item 1415,1
Fantastic quality item 1416,1
Amazing experience item 1417,1
Worst experience item 1418,0
Best purchase ever item 1419,1
Very disappointed item 1420,0
Best purchase ever item 1421,1
I love this! item 1422,1
Amazing experience item 1423,1
Avoid this item 1424,0
Highly recommend item 1425,1
Highly recommend item 1426,1
Great product item 1427,1
Highly recommend item 1428,1
Amazing experience item 1429,1
Highly recommend item 1430,1
Complete garbage item 1431,0
Very disappointed item 1432,0
Great product item 1433,1
Avoid this item 1434,0
Waste of money item 1435,0
Avoid this item 1436,0
Waste of money item 1437,0
Do not buy item 1438,0
Very disappointed item 1439,0
Excellent service item 1440,1
I love this! item 1441,1
Best purchase ever item 1442,1
Best purchase ever item 1443,1
Highly recommend item 1444,1
Amazing experience item 1445,1
Complete garbage item 1446,0
Do not buy item 1447,0
Terrible product item 1448,0
I love this! item 1449,1
Very happy with this item 1450,1
Very disappointed item 1451,0
I love this! item 1452,1
Do not buy item 1453,0
Very disappointed item 1454,0
Fantastic quality item 1455,1
Great product item 1456,1
I love this! item 1457,1
Best purchase ever item 1458,1
Do not buy item 1459,0
Terrible product item 1460,0
Best purchase ever item 1461,1
Best purchase ever item 1462,1
Worst experience item 1463,0
Poor quality item 1464,0
Worst experience item 1465,0
Worst experience item 1466,0
Best purchase ever item 1467,1
Terrible product item 1468,0
Worst experience item 1469,0
Very happy with this item 1470,1
Terrible product item 1471,0
Very disappointed item 1472,0
Best purchase ever item 1473,1
Highly recommend item 1474,1
Great product item 1475,1
Best purchase ever item 1476,1
I love this! item 1477,1
Do not buy item 1478,0
Complete garbage item 1479,0
Fantastic quality item 1480,1
Terrible product item 1481,0
Complete garbage item 1482,0
Highly recommend item 1483,1
Very disappointed item 1484,0
Terrible product item 1485,0
Worst experience item 1486,0
Best purchase ever item 1487,1
Excellent service item 1488,1
Fantastic quality item 1489,1
I love this! item 1490,1
Very happy with this item 1491,1
Avoid this item 1492,0
Excellent service item 1493,1
Very disappointed item 1494,0
Worst experience item 1495,0
Very happy with this item 1496,1
Excellent service item 1497,1
Best purchase ever item 1498,1
Avoid this item 1499,0
Avoid this item 1500,0
Very disappointed item 1501,0
Excellent service item 1502,1
Excellent service item 1503,1
Very happy with this item 1504,1
Worst experience item 1505,0
Do not buy item 1506,0
Very disappointed item 1507,0
Fantastic quality item 1508,1
Avoid this item 1509,0
Highly recommend item 1510,1
Best purchase ever item 1511,1
Do not buy item 1512,0
Poor quality item 1513,0
Avoid this item 1514,0
Highly recommend item 1515,1
Amazing experience item 1516,1
Terrible product item 1517,0
Very happy with this item 1518,1
Worst experience item 1519,0
Terrible product item 1520,0
Worst experience item 1521,0
Complete garbage item 1522,0
Waste of money item 1523,0
Fantastic quality item 1524,1
Very disappointed item 1525,0
Very disappointed item 1526,0
Poor quality item 1527,0
Avoid this item 1528,0
I love this! item 1529,1
Worst experience item 1530,0
Highly recommend item 1531,1
Waste of money item 1532,0
Avoid this item 1533,0
Great product item 1534,1
Worst experience item 1535,0
I love this! item 1536,1
I love this! item 1537,1
Excellent service item 1538,1
Best purchase ever item 1539,1
I love this! item 1540,1
Complete garbage item 1541,0
Best purchase ever item 1542,1
Do not buy item 1543,0
Terrible product item 1544,0
Very disappointed item 1545,0
Complete garbage item 1546,0
Fantastic quality item 1547,1
Excellent service item 1548,1
Waste of money item 1549,0
Amazing experience item 1550,1
I love this! item 1551,1
Very happy with this item 1552,1
Very happy with this item 1553,1
Do not buy item 1554,0
Amazing experience item 1555,1
Worst experience item 1556,0
Highly recommend item 1557,1
Very disappointed item 1558,0
Excellent service item 1559,1
I love this! item 1560,1
Very disappointed item 1561,0
Do not buy item 1562,0
Avoid this item 1563,0
Amazing experience item 1564,1
Fantastic quality item 1565,1
Waste of money item 1566,0
Terrible product item 1567,0
Highly recommend item 1568,1
Worst experience item 1569,0
Waste of money item 1570,0
Best purchase ever item 1571,1
Excellent service item 1572,1
I love this! item 1573,1
Very disappointed item 1574,0
Do not buy item 1575,0
Amazing experience item 1576,1
Great product item 1577,1
Very happy with this item 1578,1
Complete garbage item 1579,0
Highly recommend item 1580,1
Very disappointed item 1581,0
Very disappointed item 1582,0
Terrible product item 1583,0
Waste of money item 1584,0
Highly recommend item 1585,1
Best purchase ever item 1586,1
Poor quality item 1587,0
Very happy with this item 1588,1
Very disappointed item 1589,0
Amazing experience item 1590,1
Worst experience item 1591,0
I love this! item 1592,1
Amazing experience item 1593,1
Avoid this item 1594,0
Fantastic quality item 1595,1
I love this! item 1596,1
Best purchase ever item 1597,1
Poor quality item 1598,0
Very disappointed item 1599,0
Do not buy item 1600,0
Best purchase ever item 1601,1
Worst experience item 1602,0
Excellent service item 1603,1
Poor quality item 1604,0
Great product item 1605,1
Poor quality item 1606,0
Waste of money item 1607,0
Complete garbage item 1608,0
Best purchase ever item 1609,1
Highly recommend item 1610,1
Worst experience item 1611,0
Complete garbage item 1612,0
Very disappointed item 1613,0
Very disappointed item 1614,0
Avoid this item 1615,0
Avoid this item 1616,0
Fantastic quality item 1617,1
Fantastic quality item 1618,1
Worst experience item 1619,0
Highly recommend item 1620,1
Fantastic quality item 1621,1
Do not buy item 1622,0
Terrible product item 1623,0
Complete garbage item 1624,0
Fantastic quality item 1625,1
Terrible product item 1626,0
Fantastic quality item 1627,1
Best purchase ever item 1628,1
Best purchase ever item 1629,1
Complete garbage item 1630,0
Amazing experience item 1631,1
Worst experience item 1632,0
Fantastic quality item 1633,1
Very happy with this item 1634,1
I love this! item 1635,1
Excellent service item 1636,1
Fantastic quality item 1637,1
Best purchase ever item 1638,1
